REFERENCIA;DESCRICAO;DATA_CADASTRO;UNIDADE;ATIVO;GRUPO;MARCA;GENERO;MATERIAL;TIPO_REPOSICAO;FORNECEDOR_TAG;FORNECEDOR_CNPJ;PRECO_CUSTO;FOTO
02.590.21.MEN;CONJ FLORADA;07/11/2025;PAR;S;CONJUNTO FEMIN;FLORADA N;FEM;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;212.53;
48.835.47.ABC;PERFUME DUNA FEM;01/01/2025;PC;N;PERFUMARIA FEMIN;HORIZONTE L;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;195.16;
08.901.72.XPT;BERMUDA MARE ALTA;05/01/2019;UN;S;BERMUDA TECIDO FEMIN;DUNA L;FEM;OUTROS;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;215.69;
39.405.02.KIT;CALCA JUREMA;15/01/2023;UN;S;CALÇA JEANS MASC;TROPICAL CO PROMO;MASC;OUTROS;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;93.72;
14.355.85.000;SAIA JUREMA MASC;04/05/2023;PAR;S;SAIA TECIDO FEMIN;CARIOCA CRU L;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;40.54;
81.277.66.FEM;BLAZER HORIZONTE FEM;03/10/2025;PC;S;BLAZER FEMIN;JUREMA N;FEM;ALGODÃO;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;23.59;
98.763.47.XPT;JAQUETA URUCUM;26/02/2018;PC;S;JAQUETA FEMIN;BOSSA L;FEM;COMBO;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;168.89;
64.838.96.ABC;VESTIDO ICARO FEM;09/03/2025;PC;S;VESTIDO UNICO FEMIN;JUREMA L;FEM;OUTROS;AGRUPADO;LINHA MESTRA IND E COM DE CONFEC LTDA;;83.19;
05.072.11.FEM;CALCA GAROA FEM;17/02/2025;PC;S;CALÇA TECIDO FEMIN;KAIROS PROMO;FEM;MOLETOM;;MODA SUL IND E COM DE CONFEC LTDA;;304.48;
39.467.30.MEN;CAMISA VENTO LESTE FEM;03/12/2024;PC;N;CAMISA ML MASC;DUNA PROMO;MASC;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;312.95;
70.139.24.FEM;VESTIDO VENTO LESTE;04/01/2023;PC;S;VESTIDO UNICO FEMIN;QUINTAL N;FEM;COMBO;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;96.58;
43.873.21.MEN;CAMISA ZENITE;28/03/2021;PC;S;CAMISA CHEMISE FEMIN;ESSENCE L;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;81.72;
55.228.85.000;CAMISETA QUINTAL;18/07/2025;PC;S;CAMISETA FEMIN;HORIZONTE N;FEM;JEANS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;309.24;
01.653.68.ABC;CAMISA GAROA;20/08/2020;PC;N;CAMISA ML MASC;BOSSA N;MASC;OUTROS;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;244.68;
92.086.52.MEN;CONJ NOS MASC;26/12/2020;PAR;S;CONJUNTO FEMIN;CARIOCA CRU N;FEM;JEANS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;289.89;
73.942.56.FEM;CAMISETA TROPICAL CO;04/01/2024;PC;S;CAMISETA FEMIN;CARIOCA CRU N;FEM;OUTROS;;MALHARIA MARE IND E COM DE CONFEC LTDA;;263.28;
50.016.29.KIT;BLUSA SAVANA FEM;03/08/2026;UN;S;BLUSA FEMIN;BOSSA L;FEM;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;273.35;
44.208.87.FEM;PERFUME NOS;15/02/2024;PC;S;PERFUMARIA FEMIN;ESSENCE N;FEM;NYLON;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;260.69;
38.486.67.MEN;CALCA SAVANA MASC;18/03/2024;PAR;N;CALÇA TECIDO FEMIN;SAVANA N;FEM;OUTROS;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;138.11;
15.718.76.FEM;VESTIDO VENTO LESTE MASC;02/05/2022;UN;S;VESTIDO UNICO FEMIN;NOS PROMO;FEM;POLIÉSTER;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;116.32;
31.832.07.ABC;VESTIDO ESSENCE MASC;05/05/2021;UN;S;VESTIDO UNICO FEMIN;KAIROS N;FEM;NYLON;;TRAMA FINA IND E COM DE CONFEC LTDA;;25.47;
78.223.08.MEN;CAMISA RAIZ MASC;03/02/2021;PC;S;CAMISA ML MASC;NOS PROMO;MASC;JEANS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;226.29;
10.446.91.KIT;OCULOS ZENITE MASC;05/03/2025;PC;S;OCULOS FEMIN;MARE ALTA N;FEM;JEANS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;21.53;
32.613.90.KIT;CINTO BOSSA;20/05/2018;PC;S;CINTO FEMIN;DUNA PROMO;FEM;ALGODÃO;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;285.73;
19.551.48.KIT;SAIA ESSENCE FEM;02/10/2023;PC;S;SAIA JEANS FEMIN;FLORADA L;FEM;OUTROS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;24.22;
52.324.17.MEN;TOP NOS MASC;28/07/2018;PC;S;TOP CROPPED FEMIN;DUNA N;FEM;JEANS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;98.23;
52.513.99.KIT;OCULOS BOSSA;13/09/2025;PC;S;OCULOS FEMIN;ESSENCE N;FEM;MOLETOM;;ATELIE NORTE IND E COM DE CONFEC LTDA;;75.86;
62.086.77.ABC;BLUSA BOSSA;13/02/2024;PC;S;BLUSA FEMIN;ESSENCE N;FEM;JEANS;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;230.29;
99.890.87.MEN;OCULOS BOSSA;26/12/2018;PAR;S;OCULOS FEMIN;MARE ALTA PROMO;FEM;COMBO;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;31.63;
25.177.55.000;MOLETOM PRAIANO MASC;19/12/2019;PC;N;MOLETOM FEMIN;RAIZ N;FEM;POLIÉSTER;AGRUPADO;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;184.19;
28.550.59.000;VESTIDO GAROA MASC;20/10/2021;PC;S;VESTIDO CURTO FEMIN;CARIOCA CRU L;FEM;ALGODÃO;;PONTO CERTO IND E COM DE CONFEC LTDA;;245.61;
21.808.82.KIT;SAIA KAIROS MASC;01/06/2021;PAR;N;SAIA JEANS FEMIN;JUREMA N;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;85.26;
12.832.22.ABC;MACACAO LUMIERE;28/01/2018;PC;S;MACACAO FEMIN;RAIZ L;FEM;OUTROS;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;239.47;
06.757.25.KIT;CINTO BOSSA;05/02/2026;PC;S;CINTO FEMIN;NOS N;FEM;OUTROS;AGRUPADO;LINHA MESTRA IND E COM DE CONFEC LTDA;;228.29;
87.384.82.KIT;REGATA ZENITE;12/07/2020;UN;S;REGATA FEMIN;RAIZ N;FEM;OUTROS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;143.14;
25.821.62.XPT;CALCA SAVANA FEM;21/09/2018;PC;S;CALÇA TECIDO FEMIN;ORLA L;FEM;OUTROS;;VESTIR BEM IND E COM DE CONFEC LTDA;;277.78;
36.376.06.KIT;SAIA ORLA MASC;24/12/2026;UN;S;SAIA TECIDO FEMIN;NOS L;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;170.30;
18.248.63.FEM;VESTIDO CARIOCA CRU MASC;13/01/2019;PC;S;VESTIDO MIDI FEMIN;PRAIANO N;FEM;OUTROS;;TRAMA FINA IND E COM DE CONFEC LTDA;;193.10;
20.772.74.MEN;BLUSA URUCUM MASC;01/02/2024;UN;S;BLUSA FEMIN;CARIOCA CRU N;FEM;ALGODÃO;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;263.26;
01.341.52.000;BOLSA LUMIERE MASC;13/11/2018;PC;S;BOLSA FEMIN;NOS PROMO;FEM;ALGODÃO;;LINHA MESTRA IND E COM DE CONFEC LTDA;;247.72;
41.129.19.XPT;SAIA FLORADA;27/11/2023;PC;S;SAIA TECIDO FEMIN;MARE ALTA L;FEM;NYLON;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;247.02;
72.562.46.XPT;CAMISA ZENITE MASC;13/07/2018;PAR;S;CAMISA CHEMISE FEMIN;JUREMA PROMO;FEM;OUTROS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;259.00;
10.679.62.MEN;PERFUME URUCUM MASC;18/06/2018;PC;N;PERFUMARIA FEMIN;KAIROS N;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;203.47;
27.261.81.FEM;CAMISA ZENITE MASC;25/04/2018;UN;S;CAMISA ML MASC;HORIZONTE L;MASC;ALGODÃO;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;242.31;
17.400.76.MEN;CAMISETA HORIZONTE;28/12/2023;PC;S;CAMISETA FEMIN;QUINTAL N;FEM;OUTROS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;127.16;
66.986.27.KIT;BLAZER SAVANA FEM;13/03/2018;PC;S;BLAZER FEMIN;MARE ALTA PROMO;FEM;SARJA;AGRUPADO;TRAMA FINA IND E COM DE CONFEC LTDA;;307.22;
26.917.65.XPT;CAMISETA ORLA MASC;15/06/2024;UN;S;CAMISETA MC MASC;KAIROS PROMO;MASC;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;85.83;
64.075.83.XPT;BERMUDA NOS MASC;16/11/2021;UN;S;BERMUDA TECIDO FEMIN;BOSSA L;FEM;OUTROS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;98.20;
76.834.83.000;BERMUDA DUNA MASC;15/12/2024;PC;S;BERMUDA JEANS FEMIN;CARIOCA CRU L;FEM;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;295.82;
50.435.47.XPT;BLAZER QUINTAL MASC;04/01/2022;PC;S;BLAZER FEMIN;SAVANA N;FEM;OUTROS;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;149.06;
54.520.43.FEM;PERFUME RAIZ;25/01/2019;UN;S;PERFUMARIA FEMIN;JUREMA L;FEM;NYLON;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;209.38;
84.705.87.KIT;BOLSA ORLA FEM;01/08/2021;PAR;N;BOLSA FEMIN;TROPICAL CO N;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;124.75;
61.694.51.FEM;VESTIDO HORIZONTE FEM;11/08/2018;PAR;S;VESTIDO CURTO FEMIN;NOS N;FEM;OUTROS;;PONTO CERTO IND E COM DE CONFEC LTDA;;63.58;
51.202.88.KIT;BLAZER PRAIANO MASC;25/11/2019;PC;S;BLAZER FEMIN;DUNA L;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;292.73;
23.184.97.MEN;CAMISETA NOS MASC;13/05/2025;UN;S;CAMISETA FEMIN;SAVANA N;FEM;OUTROS;AGRUPADO;LINHA MESTRA IND E COM DE CONFEC LTDA;;13.33;
82.381.63.XPT;CAMISA SAVANA MASC;15/07/2024;PC;S;CAMISA ML MASC;KAIROS PROMO;MASC;OUTROS;;COSTURA VIVA IND E COM DE CONFEC LTDA;;178.58;
70.955.81.000;BLUSA RAIZ;25/03/2019;PC;S;BLUSA FEMIN;NOS L;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;144.21;
01.304.35.KIT;SAPATO VENTO LESTE MASC;28/10/2020;PC;S;CALÇADO FEMIN;SAVANA L;FEM;OUTROS;INDIVIDUAL;PONTO CERTO IND E COM DE CONFEC LTDA;;82.31;
22.334.35.MEN;CAMISETA RAIZ FEM;27/08/2026;PC;S;CAMISETA MC MASC;VENTO LESTE N;MASC;COURO;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;94.62;
77.901.15.KIT;BERMUDA HORIZONTE FEM;04/01/2024;PC;S;BERMUDA JEANS FEMIN;KAIROS N;FEM;NYLON;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;19.59;
66.535.88.000;BERMUDA NOS;27/03/2024;UN;S;BERMUDA JEANS FEMIN;QUINTAL L;FEM;OUTROS;AGRUPADO;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;160.43;
00.107.23.XPT;CALCA ZENITE;06/07/2024;PAR;S;CALÇA TECIDO FEMIN;ORLA N;FEM;NYLON;;ATELIE NORTE IND E COM DE CONFEC LTDA;;186.70;
65.907.30.FEM;SAPATO ATELIE SUL MASC;23/06/2023;PC;S;CALÇADO MASC;LUMIERE N;MASC;JEANS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;228.37;
24.406.99.XPT;VESTIDO ORLA MASC;23/10/2022;PC;S;VESTIDO UNICO FEMIN;PRAIANO N;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;265.66;
27.657.81.KIT;CALCA BOSSA MASC;07/09/2019;UN;S;CALÇA JEANS FEMIN;FLORADA N;FEM;OUTROS;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;50.78;
97.848.28.KIT;BERMUDA PRAIANO MASC;25/02/2019;UN;N;BERMUDA TECIDO FEMIN;HORIZONTE N;FEM;OUTROS;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;295.31;
76.625.87.KIT;SAIA FLORADA;23/11/2020;PC;S;SAIA TECIDO FEMIN;NOS N;FEM;LINHO;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;151.11;
71.652.04.FEM;SAIA TROPICAL CO;27/09/2020;PC;N;SAIA TECIDO FEMIN;QUINTAL PROMO;FEM;ALGODÃO;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;20.66;
17.004.89.XPT;TOP ORLA;03/01/2018;PC;S;TOP CROPPED FEMIN;NOS PROMO;FEM;OUTROS;;ATELIE NORTE IND E COM DE CONFEC LTDA;;214.90;
90.666.12.KIT;CINTO ESSENCE MASC;18/11/2022;PAR;S;CINTO FEMIN;HORIZONTE N;FEM;OUTROS;AGRUPADO;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;122.30;
31.786.63.000;BERMUDA KAIROS FEM;04/10/2023;PC;S;BERMUDA JEANS FEMIN;DUNA PROMO;FEM;OUTROS;AGRUPADO;LINHA MESTRA IND E COM DE CONFEC LTDA;;314.25;
68.048.95.KIT;CALCA URUCUM;21/11/2025;PC;N;CALÇA TECIDO FEMIN;HORIZONTE L;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;314.68;
60.121.57.KIT;PERFUME SAVANA FEM;23/01/2018;PAR;S;PERFUMARIA FEMIN;ICARO N;FEM;OUTROS;;PONTO CERTO IND E COM DE CONFEC LTDA;;284.24;
12.839.74.ABC;BIQUINI ZENITE FEM;04/12/2018;PC;S;BIQUINI / MAIO FEMIN;NOS L;FEM;NYLON;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;64.91;
02.062.74.XPT;BIQUINI DUNA;08/08/2026;PC;N;BIQUINI / MAIO FEMIN;OUTROS;FEM;JEANS;;COSTURA VIVA IND E COM DE CONFEC LTDA;;296.86;
96.650.20.XPT;MACACAO PRAIANO FEM;25/12/2019;PC;S;MACACAO FEMIN;URUCUM L;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;21.52;
48.472.81.000;SAIA VENTO LESTE FEM;28/03/2018;PC;S;SAIA TECIDO FEMIN;NOS PROMO;FEM;OUTROS;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;265.81;
78.580.21.MEN;SAPATO QUINTAL MASC;07/10/2024;UN;N;CALÇADO MASC;QUINTAL L;MASC;JEANS;AGRUPADO;TRAMA FINA IND E COM DE CONFEC LTDA;;106.23;
37.006.55.MEN;CAMISETA ESSENCE FEM;09/06/2019;PC;S;CAMISETA FEMIN;DUNA PROMO;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;303.14;
79.939.93.ABC;CALCA NOS FEM;20/12/2024;PC;N;CALÇA JEANS FEMIN;ATELIE SUL N;FEM;OUTROS;;TEXTIL DUNA IND E COM DE CONFEC LTDA;;242.45;
81.980.05.KIT;CAMISETA NOS MASC;25/12/2019;PAR;S;CAMISETA MC MASC;OUTROS;MASC;OUTROS;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;140.00;
89.595.51.XPT;CINTO HORIZONTE MASC;24/10/2020;PC;S;CINTO FEMIN;RAIZ L;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;262.21;
93.896.36.FEM;BERMUDA HORIZONTE FEM;13/06/2023;PC;N;BERMUDA TECIDO FEMIN;QUINTAL N;FEM;ALGODÃO;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;145.69;
86.281.77.KIT;PERFUME KAIROS FEM;09/05/2020;UN;S;PERFUMARIA FEMIN;TROPICAL CO N;FEM;OUTROS;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;171.82;
44.035.84.MEN;BODY FLORADA;24/12/2026;PC;N;BODY FEMIN;QUINTAL PROMO;FEM;LINHO;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;141.26;
27.930.76.FEM;CAMISETA PRAIANO FEM;09/02/2024;PC;S;CAMISETA MC MASC;ATELIE SUL PROMO;MASC;ALGODÃO;AGRUPADO;TRAMA FINA IND E COM DE CONFEC LTDA;;68.36;
86.361.47.000;CONJ URUCUM;08/02/2023;UN;S;CONJUNTO FEMIN;FLORADA L;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;278.74;
48.151.18.000;SAIA PRAIANO;01/12/2024;PC;N;SAIA TECIDO FEMIN;DUNA PROMO;FEM;OUTROS;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;106.85;
06.371.39.KIT;CAMISETA ICARO MASC;07/11/2023;PC;S;CAMISETA FEMIN;URUCUM L;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;94.93;
40.538.98.000;CINTO ICARO FEM;16/10/2024;UN;S;CINTO FEMIN;GAROA N;FEM;OUTROS;;COSTURA VIVA IND E COM DE CONFEC LTDA;;213.81;
29.225.08.FEM;OCULOS PRAIANO FEM;11/04/2021;PC;S;OCULOS FEMIN;KAIROS N;FEM;OUTROS;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;102.87;
11.720.12.ABC;BIQUINI PRAIANO FEM;23/01/2018;PC;S;BIQUINI / MAIO FEMIN;VENTO LESTE N;FEM;OUTROS;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;81.67;
20.173.95.FEM;REGATA URUCUM;15/06/2020;UN;S;REGATA FEMIN;FLORADA L;FEM;ALGODÃO;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;253.37;
85.252.73.MEN;SAIA JUREMA;04/01/2022;PAR;S;SAIA TECIDO FEMIN;VENTO LESTE N;FEM;NYLON;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;224.64;
99.236.56.XPT;SAIA NOS MASC;28/04/2022;PC;S;SAIA JEANS FEMIN;NOS PROMO;FEM;OUTROS;;MODA SUL IND E COM DE CONFEC LTDA;;287.44;
66.632.66.KIT;CAMISA MARE ALTA MASC;21/12/2021;PAR;N;CAMISA CHEMISE FEMIN;LUMIERE N;FEM;OUTROS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;293.81;
50.410.88.KIT;BERMUDA FLORADA FEM;08/02/2024;PAR;S;BERMUDA JEANS FEMIN;TROPICAL CO L;FEM;COURO;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;73.32;
48.115.65.FEM;VESTIDO URUCUM;26/05/2020;PAR;S;VESTIDO UNICO FEMIN;MARE ALTA L;FEM;COMBO;AGRUPADO;TRAMA FINA IND E COM DE CONFEC LTDA;;226.81;
50.794.47.MEN;CALCA KAIROS FEM;08/08/2020;PC;S;CALÇA TECIDO FEMIN;SAVANA L;FEM;JEANS;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;221.12;
60.807.42.ABC;BOLSA BOSSA MASC;07/11/2018;PC;S;BOLSA FEMIN;CARIOCA CRU L;FEM;JEANS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;278.39;
00.830.17.ABC;SAPATO FLORADA MASC;05/02/2025;PC;S;CALÇADO FEMIN;DUNA PROMO;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;217.33;
70.782.95.000;MACACAO JUREMA MASC;26/08/2020;PC;S;MACACAO FEMIN;QUINTAL L;FEM;OUTROS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;259.11;
01.745.01.KIT;CALCA KAIROS;17/11/2023;PC;N;CALÇA JEANS FEMIN;NOS PROMO;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;194.57;
14.224.14.ABC;CAMISETA SAVANA MASC;13/07/2024;PC;S;CAMISETA MC MASC;GAROA L;MASC;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;175.90;
75.955.54.XPT;CASACO TROPICAL CO MASC;22/01/2022;PAR;S;CASACO FEMIN;TROPICAL CO N;FEM;OUTROS;;LINHA MESTRA IND E COM DE CONFEC LTDA;;204.27;
62.238.93.000;CAMISA ESSENCE FEM;20/05/2026;PAR;S;CAMISA ML MASC;ATELIE SUL N;MASC;OUTROS;AGRUPADO;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;173.01;
66.289.81.ABC;BODY DUNA MASC;15/09/2026;PAR;S;BODY FEMIN;VENTO LESTE N;FEM;JEANS;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;44.17;
10.098.97.MEN;CAMISETA MARE ALTA;25/01/2018;PC;S;CAMISETA MC MASC;KAIROS L;MASC;NYLON;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;283.94;
45.809.80.XPT;CALCA BOSSA;19/09/2021;PAR;S;CALÇA TECIDO FEMIN;GAROA L;FEM;JEANS;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;191.79;
16.377.92.000;CINTO GAROA FEM;10/07/2018;PAR;S;CINTO FEMIN;ESSENCE L;FEM;JEANS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;251.71;
77.826.31.KIT;JAQUETA SAVANA MASC;15/11/2022;PC;S;JAQUETA FEMIN;SAVANA L;FEM;OUTROS;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;189.45;
17.366.77.XPT;BIQUINI QUINTAL MASC;23/11/2024;PC;S;BIQUINI / MAIO FEMIN;VENTO LESTE L;FEM;OUTROS;;PONTO CERTO IND E COM DE CONFEC LTDA;;269.46;
40.160.51.KIT;BLAZER NOS MASC;19/01/2018;PC;S;BLAZER FEMIN;ATELIE SUL N;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;138.25;
43.003.30.ABC;BLUSA MARE ALTA;03/09/2018;UN;S;BLUSA FEMIN;MARE ALTA N;;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;122.15;
47.152.15.FEM;MOLETOM BOSSA MASC;26/02/2024;PAR;S;MOLETOM FEMIN;ZENITE L;FEM;OUTROS;INDIVIDUAL;PONTO CERTO IND E COM DE CONFEC LTDA;;129.00;
33.341.40.ABC;TOP JUREMA FEM;18/05/2021;PC;N;TOP CROPPED FEMIN;ATELIE SUL L;FEM;OUTROS;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;51.84;
61.864.64.MEN;CAMISETA CARIOCA CRU FEM;27/07/2018;PC;S;CAMISETA MC MASC;FLORADA L;MASC;ALGODÃO;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;303.81;
90.396.81.ABC;BOLSA RAIZ FEM;05/02/2019;PC;S;BOLSA FEMIN;ZENITE L;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;122.67;
01.250.34.000;TOP NOS FEM;20/07/2020;UN;S;TOP CROPPED FEMIN;DUNA N;FEM;SARJA;AGRUPADO;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;269.37;
85.250.18.000;CALCA CARIOCA CRU MASC;19/12/2022;PC;S;CALÇA JEANS FEMIN;TROPICAL CO L;FEM;OUTROS;;FIO NOBRE IND E COM DE CONFEC LTDA;;127.69;
75.277.67.XPT;TOP ORLA MASC;08/07/2022;PC;S;TOP CROPPED FEMIN;LUMIERE N;FEM;OUTROS;;TEXTIL DUNA IND E COM DE CONFEC LTDA;;95.19;
73.484.50.MEN;CONJ LUMIERE MASC;19/09/2020;PAR;S;CONJUNTO FEMIN;DUNA PROMO;FEM;OUTROS;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;120.14;
25.268.89.XPT;VESTIDO MARE ALTA;19/03/2023;PC;S;VESTIDO UNICO FEMIN;ATELIE SUL L;FEM;LINHO;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;92.13;
53.854.79.ABC;OCULOS BOSSA FEM;22/05/2019;PC;S;OCULOS FEMIN;ATELIE SUL L;FEM;NYLON;AGRUPADO;LINHA MESTRA IND E COM DE CONFEC LTDA;;104.21;
46.570.25.FEM;VESTIDO JUREMA;10/10/2024;PC;S;VESTIDO CURTO FEMIN;GAROA L;FEM;COURO;;LINHA MESTRA IND E COM DE CONFEC LTDA;;50.29;
46.307.34.MEN;VESTIDO PRAIANO;06/11/2025;UN;S;VESTIDO CURTO FEMIN;MARE ALTA N;FEM;OUTROS;AGRUPADO;LINHA MESTRA IND E COM DE CONFEC LTDA;;30.76;
11.190.37.XPT;BOLSA NOS MASC;28/05/2022;PC;S;BOLSA FEMIN;GAROA PROMO;FEM;MOLETOM;;PONTO CERTO IND E COM DE CONFEC LTDA;;57.86;
69.759.10.000;BERMUDA KAIROS MASC;20/04/2023;PC;S;BERMUDA JEANS FEMIN;KAIROS N;FEM;OUTROS;;LINHA MESTRA IND E COM DE CONFEC LTDA;;233.24;
51.642.11.000;VESTIDO ORLA;09/05/2025;UN;S;VESTIDO MIDI FEMIN;URUCUM L;FEM;JEANS;;LINHA MESTRA IND E COM DE CONFEC LTDA;;171.94;
99.646.36.FEM;CALCA MARE ALTA MASC;14/10/2018;PAR;S;CALÇA JEANS FEMIN;ZENITE PROMO;FEM;ALGODÃO;AGRUPADO;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;106.36;
80.235.72.MEN;BIQUINI QUINTAL FEM;16/04/2023;PAR;S;BIQUINI / MAIO FEMIN;TROPICAL CO L;FEM;JEANS;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;78.66;
